DiaChi,TinhTrangBDS,DienTich,Gia/m2,Phongngu,TenPhanKhu,SoTang,PhongTam,Loai,GiayTo,MaCanHo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,DacDiem,Gia
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 53 m²," 44,34 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,, Đông Nam, Tây Bắc,,"2,35 tỷ- 53 m2đ"
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 59 m²," 27,97 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,,,,,"1,65 tỷ- 59 m2đ"
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 56 m²," 37,5 triệu/m²", 2 phòng,,, 1 phòng, Chung cư,,,,,,,"2,1 tỷ- 56 m2đ"
"Đường Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 194 m²," 36,08 triệu/m²", 3 phòng,,, 3 phòng, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc,7 tỷ- 194 m2đ
"189B, Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh", Đã bàn giao, 56 m²," 48,04 triệu/m²", 2 phòng, b3,5, 1 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Tây,,"2,69 tỷ- 56 m2đ"
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 60.45 m²," 28,17 triệu/m²", 2 phòng, A3,18, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,,"1,69 tỷ- 60.45 m2đ"
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 83.6 m²," 45,78 triệu/m²", 3 phòng, e,3, 2 phòng, Chung cư, Đang chờ sổ,303, Nội thất cao cấp, Nam, Đông Bắc,,"3,8 tỷ- 83.6 m2đ"
"Đường Phú Thuận, Phường Tân Phú, Quận 7, Tp.HCM, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 73.6 m²," 52,74 triệu/m²", 2 phòng, S1,20, 2 phòng, Chung cư, Đang chờ sổ,5, Nội thất cao cấp, Đông Bắc, Tây Nam,,"3,85 tỷ- 73.6 m2đ"
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh", Đã bàn giao, 71.42 m²," 42,11 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,, ANB61056,,,,,"2,99 tỷ- 71.42 m2đ"
"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM.", Chưa bàn giao, 46 m²," 51,48 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,,,,,"2,368 tỷ- 46 m2đ"
"196, 196 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 79 m²," 22,78 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,,,"1,8 tỷ- 79 m2đ"
"đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 72 m²," 45,14 triệu/m²", 2 phòng,,9, 2 phòng, Chung cư, Đang chờ sổ,2, Hoàn thiện cơ bản,,,,"3,25 tỷ- 72 m2đ"
"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh", Đã bàn giao, 80 m²," 56,25 triệu/m²", 2 phòng, landmark,, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Tây, Đông,,"4,5 tỷ- 80 m2đ"
"Số 207, Số 207 Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh", Đã bàn giao, 38 m²," 44,74 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,,,,,"1,7 tỷ- 38 m2đ"
"Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh", Chưa bàn giao, 46 m²," 9,61 triệu/m²", 2 phòng, Fortuna,26, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Đông, Tây, Căn góc,442 triệu- 46 m2đ
"KĐT City Horse Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 48.5 m²," 44,79 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,,,,,,"2,15 tỷ- 48.5 m2đ"
"Số 207, Số 207 Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh", Đã bàn giao, 86 m², 50 triệu/m², 3 phòng,,, 2 phòng, Chung cư,,,,,,,"4,3 tỷ- 86 m2đ"
"996, 996 Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh", Chưa bàn giao, 52 m²," 31,83 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,,,,,,"1,655 tỷ- 52 m2đ"
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 106 m²," 36,79 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc,"3,9 tỷ- 106 m2đ"
"Đường Lê Văn Quới||6484, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 40 m², 20 triệu/m², 1 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,800 triệu- 40 m2đ
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh", Đã bàn giao, 99 m²," 30,3 triệu/m²", 3 phòng, D,30, 3 phòng, Duplex, Đã có sổ,, Nội thất đầy đủ,,,,3 tỷ- 99 m2đ
"đường Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh", Đã bàn giao, 74 m²," 85,14 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"6,3 tỷ- 74 m2đ"
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 88 m²," 27,25 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ, Đông Bắc, Tây Bắc,,"2,398 tỷ- 88 m2đ"
"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh", Đã bàn giao, 69 m²," 56,23 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,, Nội thất đầy đủ,,,,"3,88 tỷ- 69 m2đ"
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 59 m²," 38,14 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Giấy tờ khác,,, Đông Nam, Tây Bắc,,"2,25 tỷ- 59 m2đ"
"346, 346 Đường Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh", Đã bàn giao, 80 m²," 20,63 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"1,65 tỷ- 80 m2đ"
"Số 8, Số 8 Đường Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 58 m²," 22,41 triệu/m²", 2 phòng,,18, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,, Đông Nam, Căn góc,"1,3 tỷ- 58 m2đ"
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 64 m²," 26,88 triệu/m²", 2 phòng, A7A8,, 2 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc,"1,72 tỷ- 64 m2đ"
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 53 m²," 28,3 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,,,,,,"1,5 tỷ- 53 m2đ"
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 62 m²," 29,03 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Nam, Đông,,"1,8 tỷ- 62 m2đ"
"196, 196 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 73 m²," 26,71 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,,,"1,95 tỷ- 73 m2đ"
"996, 996 Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh", Chưa bàn giao, 25 m²," 34,8 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,,,,,"870 triệu
GIÁ TỐT
- 25 m2đ"
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh", Đã bàn giao, 91 m²," 14,29 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,,,,,,"1,3 tỷ- 91 m2đ"
"Số 207, Số 207 Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh", Đã bàn giao, 52 m²," 39,42 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,,,,,"2,05 tỷ- 52 m2đ"
"Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh", Chưa bàn giao, 62 m²," 30,65 triệu/m²", 2 phòng," B,C",22, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Đông Nam, Tây Bắc, Căn góc,"1,9 tỷ- 62 m2đ"
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 56 m²," 37,14 triệu/m²", 2 phòng,,, 1 phòng, Chung cư,,,,,,,"2,08 tỷ- 56 m2đ"
"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh", Đã bàn giao, 100 m², 68.000 đ/m², 3 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"6,8 triệu- 100 m2đ"
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh", Đã bàn giao, 71.42 m²," 48,17 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,, ANB61038,,,,,"3,42 tỷ- 71.42 m2đ"
"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 52 m²," 56,73 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,,,,,,"2,95 tỷ- 52 m2đ"
"Đường Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh", Đã bàn giao, 75 m²," 33,33 triệu/m²", 2 phòng, Mp2,16, 2 phòng, Chung cư,,,, Bắc,, Căn góc,"2,5 tỷ- 75 m2đ"
"1, 12, Phường Linh Tây, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 70 m²," 34,14 triệu/m²", 2 phòng, A,6, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp, Đông Bắc, Tây Nam, Căn góc,"2,39 tỷ- 70 m2đ"
"196, 196 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 71 m²," 30,99 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,,,"2,2 tỷ- 71 m2đ"
"Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 62 m²," 32,26 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,,,,,,2 tỷ- 62 m2đ
"Đường Lê Đại Hành, Phường 15, Quận 11, Tp Hồ Chí Minh", Đã bàn giao, 111 m²," 53,96 triệu/m²", 3 phòng, B,21, 2 phòng, Chung cư, Đang chờ sổ, 21-01B, Hoàn thiện cơ bản,,, Căn góc,"5,99 tỷ- 111 m2đ"
"Đường Nguyễn Hữu Thọ, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh", Chưa bàn giao, 65 m²," 27,69 triệu/m²", 2 phòng, B,9, 2 phòng, Chung cư, Đang chờ sổ,9, Nội thất cao cấp, Đông Nam,, Căn góc,"1,8 tỷ- 65 m2đ"
"Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh", Đã bàn giao, 51 m²," 34,9 triệu/m²", 2 phòng, C,16, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"1,78 tỷ- 51 m2đ"
"Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh", Chưa bàn giao, 59 m²," 12,2 triệu/m²", 2 phòng,,, 1 phòng, Chung cư,,,,,,,720 triệu- 59 m2đ
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 120 m²," 26,67 triệu/m²", 3 phòng,,, 2 phòng, Duplex, Đã có sổ,, Nội thất cao cấp, Bắc, Nam,,"3,2 tỷ- 120 m2đ"
"Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 124.6 m²," 55,65 triệu/m²", 3 phòng,,, 2 phòng, Chung cư,,,, Tây Bắc, Đông Nam,,"6,9 tỷ- 124.6 m2đ"
"765, Đường Hồng Bàng, Phường 6, Quận 6, Tp Hồ Chí Minh", Chưa bàn giao, 69 m²," 9,13 triệu/m²", 2 phòng, W3,23, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Đông Nam, Tây Bắc, Căn góc,630 triệu- 69 m2đ
"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh", Chưa bàn giao, 56 m², 30 triệu/m², 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,,"1,68 tỷ- 56 m2đ"
"đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh", Đã bàn giao, 69 m²," 23,19 triệu/m²", 2 phòng, A,9, 2 phòng, Chung cư, Đã có sổ, A9,, Bắc, Nam,,"1,6 tỷ- 69 m2đ"
"108, Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh", Đã bàn giao, 70 m²," 57,14 triệu/m²", 1 phòng, A,7, 1 phòng, Chung cư, Đang chờ sổ, BPA - 0712, Nội thất cao cấp, Đông Nam, Tây Bắc,,4 tỷ- 70 m2đ
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 70.12 m²," 40,71 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp, Nam, Bắc,,"2,85 tỷ- 70.12 m2đ"
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 63 m²," 25,4 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,,"1,6 tỷ- 63 m2đ"
"Đường Nguyễn Văn Linh, Phường 6, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 65 m²," 27,69 triệu/m²", 2 phòng,,, 1 phòng, Chung cư,,,,, Đông,,"1,8 tỷ- 65 m2đ"
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 75 m²," 34,4 triệu/m²", 2 phòng,2,5, 2 phòng, Chung cư, Giấy tờ khác,17,, Đông Nam, Đông Nam,,"2,58 tỷ- 75 m2đ"
"Đường Võ Văn Ngân, Phường Bình Thọ, Quận Thủ Đức, Tp Hồ Chí Minh", Chưa bàn giao, 54 m²," 1,3 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Giấy tờ khác,, Nội thất cao cấp,,,,70 triệu- 54 m2đ
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 60 m²," 48,33 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp,,,,"2,9 tỷ- 60 m2đ"
"Đường 19, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 106 m²," 36,04 triệu/m²", 3 phòng,,, 2 phòng, Chung cư,,,,,,,"3,82 tỷ- 106 m2đ"
"10, 10 Đường Mai Chí Thọ, Phường An Lợi Đông, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 88 m²," 67,05 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,,"5,9 tỷ- 88 m2đ"
"đường Lê Văn Lương, xã Nhơn Đức, huyện Nhà Bè, Tp.HCM, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh", Chưa bàn giao, 46 m², 760.869 đ/m², 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,,,,, Căn góc,35 triệu- 46 m2đ
"Đường 15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 67 m²," 23,43 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"1,57 tỷ- 67 m2đ"
"Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh", Chưa bàn giao, 68 m²," 6,4 triệu/m²", 2 phòng,1,8, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Nam, Tây Bắc, Căn góc,435 triệu- 68 m2đ
"Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Chưa bàn giao, 101 m²," 52,48 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Đông Nam, Tây Bắc, Căn góc,"5,3 tỷ
GIÁ TỐT
- 101 m2đ"
"Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh", Chưa bàn giao, 48 m², 35 triệu/m², 2 phòng,,, 2 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,,,"1,68 tỷ- 48 m2đ"
"11/2, Thanh Lôc14, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh", Đã bàn giao, 81 m², 246.913 đ/m², 4 phòng,,, 3 phòng, Officetel,,,, Đông Bắc, Đông Bắc,,20 triệu- 81 m2đ
"Lô A1, Lô A1 Khu đô thị Him Lam, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 68 m²," 46,76 triệu/m²", 2 phòng,,12, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Nam, Bắc,,"3,18 tỷ- 68 m2đ"
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 81 m²," 33,95 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,,,"2,75 tỷ- 81 m2đ"
"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh", Đã bàn giao, 124 m²," 11,69 triệu/m²", 3 phòng,,15, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"1,45 tỷ- 124 m2đ"
"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh", Chưa bàn giao, 65 m²," 33,85 triệu/m²", 2 phòng, A,26, 2 phòng, Chung cư,, A.6.6, Nội thất cao cấp, Tây Bắc, Đông Nam,,"2,2 tỷ- 65 m2đ"
"Đường Lê Văn Sỹ, Phường 14, Quận Phú Nhuận, Tp Hồ Chí Minh", Chưa bàn giao, 80 m²," 3,06 triệu/m²", 1 phòng,,,, Penthouse,,,,,,,245 triệu- 80 m2đ
"Đường 138, Phường Tân Phú, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 66 m²," 28,79 triệu/m²", 3 phòng, B1,, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Tây,,,"1,9 tỷ- 66 m2đ"
"Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh", Chưa bàn giao, 40 m², 25 triệu/m², 2 phòng,,3, 1 phòng," Căn hộ dịch vụ, mini", Đang chờ sổ,,, Đông Nam, Bắc,,1 tỷ- 40 m2đ
"Số 102, Số 102 Đường Đặng Văn Bi, Phường Bình Thọ, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 69 m²," 38,41 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"2,65 tỷ- 69 m2đ"
"Đường 17 Quận 7, Tp. Hồ Chí Minh, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 128 m²," 25,39 triệu/m²", 3 phòng, B,, 2 phòng, Chung cư, Đang chờ sổ,,, Nam, Bắc,,"3,25 tỷ- 128 m2đ"
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 33.6 m²," 35,03 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,,,, Đông Nam,,"1,156 tỷ
GIÁ TỐT
- 33.6 m2đ"
"108, Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh", Đã bàn giao, 70 m²," 57,14 triệu/m²", 1 phòng, A,7, 1 phòng, Chung cư, Đang chờ sổ, BPA - 0712, Nội thất cao cấp, Đông Nam, Tây Bắc,,4 tỷ- 70 m2đ
"Đường Phan Văn Trị, Phường 2, Quận 5, Tp Hồ Chí Minh", Đã bàn giao, 160 m²," 77,5 triệu/m²", 2 phòng, B,, 2 phòng, Chung cư, Đã có sổ,4, Nội thất đầy đủ, Tây Bắc,,,"12,4 tỷ- 160 m2đ"
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 53 m²," 28,3 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,,,,,,"1,5 tỷ- 53 m2đ"
"196, 196 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 73 m²," 26,71 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,,,"1,95 tỷ- 73 m2đ"
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 60.45 m²," 28,17 triệu/m²", 2 phòng, A3,18, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,,"1,69 tỷ- 60.45 m2đ"
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 53 m²," 30,57 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,, Đông Nam, Tây Bắc,,"1,62 tỷ- 53 m2đ"
"ĐHT10, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh", Đã bàn giao, 78 m²," 29,49 triệu/m²", 2 phòng,1,7, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp,, Đông Nam, Căn góc,"2,3 tỷ- 78 m2đ"
"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh", Đã bàn giao, 91 m²," 54,95 triệu/m²", 3 phòng,,, 2 phòng, Chung cư,,,,, Nam,,5 tỷ- 91 m2đ
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Chưa bàn giao, 33 m²," 30,3 triệu/m²", 1 phòng,,, 1 phòng, Duplex, Giấy tờ khác,, Nội thất đầy đủ,,,,1 tỷ- 33 m2đ
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 100 m²," 34,5 triệu/m²", 3 phòng,,,, Chung cư,,,,,, Căn góc,"3,45 tỷ- 100 m2đ"
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 55 m²," 33,64 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,,,,,,"1,85 tỷ
GIÁ TỐT
- 55 m2đ"
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh", Đã bàn giao, 70.45 m²," 48,86 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,, ANB61107,,,,,"3,42 tỷ- 70.45 m2đ"
"Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 84.95 m²," 48,81 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,,"4,1 tỷ- 84.95 m2đ"
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Chưa bàn giao, 30 m²," 15,27 triệu/m²", 1 phòng, s9.01,19, 1 phòng, Chung cư,,19.14,,,,,458 triệu- 30 m2đ
"Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 67 m²," 25,22 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,,,"1,69 tỷ- 67 m2đ"
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 83.2 m²," 7,23 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc,600 triệu- 83.2 m2đ
"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 91.2 m²," 34,07 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"3,1 tỷ- 91.2 m2đ"
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh", Chưa bàn giao, 54 m²," 31,85 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,,,,,"1,72 tỷ- 54 m2đ"
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 63 m²," 45,24 triệu/m²", 2 phòng, D,9, 1 phòng, Chung cư, Đang chờ sổ, A-B-C-D-E-F, Hoàn thiện cơ bản, Đông, Đông, Căn góc,"2,85 tỷ- 63 m2đ"
"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh", Chưa bàn giao, 56 m²," 7,13 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,,,399 triệu- 56 m2đ
